class,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24
-3.6161271205,0.0,1,392.5100000000002,3.9581000000000017,102.44540000000008,23.0,0.0,0.0,2.0,17.0,142.0,0.0,0.0,0.0,0.0,0.0,158.52060058500794,0.0,210.377334085253,1.0,0.0,0.0,0.0,0.0
-3.2547670983,0.0,1,169.18299999999996,2.405500000000001,51.90120000000002,13.0,1.0,1.0,2.0,0.0,62.0,2.0,0.0,1.0,3.0,29.1,75.18356289575135,2.5829963936570306,511.2292477154965,1.0,0.0,0.0,0.0,0.0
-2.1770779444,0.0,1,140.569,2.1525,36.839500000000015,9.0,1.0,0.0,2.0,1.0,46.0,1.0,0.0,0.0,1.0,17.07,58.261133560819005,3.009781947786601,202.66106510209755,1.0,0.0,0.0,0.0,0.0
-3.9244090954,0.0,1,756.2260000000002,8.11610000000001,200.7105999999995,53.0,6.0,2.0,7.0,10.0,264.0,6.0,0.0,0.0,6.0,120.72,323.7554336987488,2.322962880266304e-07,1964.648665828827,1.0,0.0,0.0,0.0,0.0
-4.6620645831,0.0,1,422.5250000000002,2.4854000000000003,119.07600000000004,31.0,6.0,0.0,6.0,12.0,164.0,2.0,4.0,4.0,6.0,56.6,183.18326845703425,1.0844273169718197,769.8999341256456,1.0,0.0,0.0,0.0,0.0
-3.1231503041,0.0,1,118.179,2.638020000000001,41.27000000000002,9.0,0.0,0.0,0.0,1.0,46.0,1.0,0.0,0.0,1.0,0.0,55.83662643050253,3.070760681783566,211.03322454352,1.0,0.0,0.0,0.0,0.0
-3.286116314,0.0,1,170.25199999999998,2.6775,47.99180000000002,12.0,1.0,1.0,2.0,4.0,70.0,0.0,1.0,1.0,1.0,37.3,73.97365475610957,2.1458390567501127,153.9175691117035,1.0,0.0,0.0,0.0,0.0
-4.396652184700001,0.4315126480999995,2,218.202,3.195800000000001,56.232500000000016,16.0,1.0,0.0,3.0,2.0,80.0,2.0,0.0,0.0,2.0,17.07,91.34603234585384,2.315627695408683,452.9607327512057,0.0,0.0,1.0,0.0,0.0
-4.595502563999999,0.1185512819999998,2,342.391,3.497200000000002,93.50200000000004,25.0,5.0,0.0,5.0,10.0,132.0,2.0,0.0,0.0,2.0,61.830000000000005,147.07171412934204,1.447049640012117,582.1507932669278,0.0,0.0,1.0,0.0,0.0
-2.2827688499,0.0,1,149.19299999999998,1.5651,46.15650000000002,11.0,2.0,0.0,2.0,2.0,58.0,1.0,0.0,0.0,1.0,20.31,66.44758523293392,2.90982279990154,238.24457522403964,1.0,0.0,0.0,0.0,0.0
-2.3946499685,0.0,1,192.25800000000004,2.570800000000001,55.99100000000004,14.0,2.0,0.0,2.0,3.0,76.0,1.0,0.0,0.0,1.0,26.3,84.89612313542727,2.633870023427366,301.3575848525983,1.0,0.0,0.0,0.0,0.0
-1.9803097957,0.1558590555003896,4,733.0020000000002,12.05423999999998,225.48479999999927,54.0,6.0,6.0,6.0,0.0,288.0,6.0,0.0,0.0,6.0,121.38,322.89073780339857,3.239999990671114e-07,1804.418547468813,0.0,0.0,0.0,0.0,1.0
-3.4302388798,0.0,1,206.285,2.761700000000001,60.377000000000045,15.0,2.0,0.0,2.0,3.0,82.0,1.0,1.0,1.0,2.0,21.76,91.20725722575776,1.961588002134354,317.38434399782966,1.0,0.0,0.0,0.0,0.0
-2.3206011661000003,0.0716328692630134,4,154.253,2.6714000000000016,49.50780000000003,11.0,1.0,1.0,1.0,4.0,64.0,0.0,0.0,0.0,0.0,20.23,69.43875774522651,3.54438743137085,150.25571236699292,0.0,0.0,0.0,0.0,1.0
-2.4660307863,0.0606208768005135,4,214.648,2.5003199999999994,53.91480000000002,14.0,2.0,1.0,4.0,3.0,76.0,1.0,0.0,0.0,1.0,46.53,87.26373888571173,2.817664884623791,349.2203893594689,0.0,0.0,0.0,0.0,1.0
-2.9581950472000003,0.0,1,660.2820000000003,9.3243,163.39599999999962,35.0,8.0,0.0,11.0,20.0,208.0,0.0,0.0,0.0,0.0,36.92,251.87007803628515,-5.688888673925933e-07,523.6422056449971,1.0,0.0,0.0,0.0,0.0
-3.4115138849,0.0,1,180.556,3.3588000000000005,36.454000000000015,11.0,0.0,0.0,4.0,0.0,60.0,1.0,0.0,0.0,1.0,0.0,66.59621766955395,3.059901692217984,254.1077532761268,1.0,0.0,0.0,0.0,0.0
-3.5134687407,0.0,1,228.332,2.780900000000001,63.16900000000005,16.0,3.0,0.0,3.0,7.0,94.0,0.0,1.0,1.0,1.0,38.83,98.50133780611716,2.3749595757377504,233.33220565073853,1.0,0.0,0.0,0.0,0.0
-4.4543816995,0.0,1,218.362,3.0659000000000023,62.73500000000005,14.0,3.0,1.0,3.0,8.0,84.0,0.0,0.0,0.0,0.0,26.3,92.81880616474798,3.092076464177061,146.22295770630774,1.0,0.0,0.0,0.0,0.0
-2.3632080977000003,0.0,1,150.47199999999998,-0.6901000000000002,19.820999999999994,7.0,2.0,0.0,3.0,1.0,34.0,0.0,0.0,0.0,0.0,40.13,54.98355823363974,0.0,75.69058447171099,1.0,0.0,0.0,0.0,0.0
-3.4541026398000003,0.0,1,181.235,1.0351,51.61030000000003,13.0,3.0,3.0,3.0,4.0,72.0,1.0,0.0,0.0,1.0,52.49,78.02950126508347,2.5971508214906804,262.8565878189707,1.0,0.0,0.0,0.0,0.0
-2.9908768679000004,0.0,1,604.1740000000001,8.045700000000007,144.97999999999985,31.0,8.0,0.0,11.0,14.0,184.0,0.0,0.0,0.0,0.0,36.92,226.41030957869867,-4.899999846710943e-07,495.3092236814911,1.0,0.0,0.0,0.0,0.0
-3.5129421932,0.0,1,195.476,3.7322000000000015,46.01900000000001,10.0,0.0,0.0,3.0,1.0,54.0,1.0,0.0,0.0,1.0,0.0,74.70614391453859,3.06998271499884,232.29287048965844,1.0,0.0,0.0,0.0,0.0
-4.8091341894,0.2862660720158071,3,386.6210000000001,4.635500000000003,116.09770000000007,27.0,4.0,4.0,5.0,19.0,162.0,0.0,0.0,0.0,0.0,95.58,167.3590060365599,0.0,305.9330151827408,0.0,0.0,0.0,0.0,1.0
-4.6341446203,0.1065374126499998,2,258.402,3.831300000000003,74.48380000000006,18.0,3.0,1.0,3.0,12.0,108.0,0.0,0.0,0.0,0.0,46.53,111.91774171112876,3.053119778367266,190.1777353463783,0.0,0.0,1.0,0.0,0.0
-0.763033718,0.861297999541175,7,33.03,-0.6657000000000002,5.9739,2.0,2.0,2.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,46.25,12.462471862119653,1.0,2.0,0.0,0.0,0.0,1.0,0.0
-2.5636257131,0.2279659778,2,192.21400000000003,1.7946,53.09300000000003,14.0,3.0,0.0,3.0,5.0,74.0,1.0,0.0,0.0,1.0,35.53,82.95512321835328,2.1621432588559366,292.660770563408,0.0,0.0,1.0,0.0,0.0
-3.5528261452,0.1154943836958407,3,184.279,3.3778000000000024,54.76880000000004,13.0,1.0,1.0,2.0,9.0,76.0,0.0,0.0,0.0,0.0,37.3,80.65482499185117,2.9092867326592624,141.0257051333355,0.0,0.0,0.0,0.0,1.0
-4.587250024599999,0.0,1,220.356,4.541200000000005,69.73380000000004,16.0,1.0,1.0,1.0,7.0,90.0,1.0,0.0,0.0,1.0,20.23,99.51011590126248,2.0485825635453776,273.99135499381475,1.0,0.0,0.0,0.0,0.0
-4.4511392252,0.0,1,158.24399999999994,3.7528000000000015,55.85800000000003,12.0,0.0,0.0,0.0,2.0,62.0,1.0,0.0,0.0,1.0,0.0,74.24184974150809,3.121805775248301,289.3151246505104,1.0,0.0,0.0,0.0,0.0
-4.581332510899999,0.0,1,198.306,3.6697000000000015,58.82900000000004,14.0,2.0,0.0,2.0,6.0,82.0,0.0,0.0,0.0,0.0,26.3,87.33907858355865,3.2972151107499355,177.25097565253358,1.0,0.0,0.0,0.0,0.0
-4.4720217682,0.0484550064999997,2,148.249,3.292520000000001,49.87900000000003,11.0,0.0,0.0,0.0,0.0,60.0,1.0,0.0,0.0,1.0,0.0,69.25611369147998,2.993754788259927,223.21037742768323,0.0,0.0,1.0,0.0,0.0
-1.445031941,0.1824840295000001,2,128.17100000000002,1.6513,34.21079999999999,9.0,1.0,1.0,2.0,1.0,52.0,0.0,1.0,1.0,1.0,37.3,54.87882841291975,2.312191533568197,103.48377837619049,0.0,0.0,1.0,0.0,0.0
-0.4108977358,0.0,1,1136.3280000000002,-14.301299999999994,212.88839999999985,69.0,26.0,3.0,38.0,15.0,340.0,5.0,0.0,1.0,6.0,433.56,507.5754717478887,4.760995252287465e-06,3615.453397418397,1.0,0.0,0.0,0.0,0.0
-3.8937390711,0.0,1,344.502,6.115200000000006,116.13800000000003,26.0,2.0,0.0,2.0,11.0,134.0,2.0,0.0,0.0,2.0,24.72,157.27924160567198,1.4423245647333978,634.005206577911,1.0,0.0,0.0,0.0,0.0
-7.973715535399999,1.855923840245174,3,658.8910000000001,9.583999999999996,198.0615999999994,49.0,8.0,2.0,8.0,8.0,256.0,6.0,0.0,0.0,6.0,101.88,289.349168262918,1.5526911798946943,1937.716888128168,0.0,0.0,0.0,1.0,0.0
-3.0386996230000003,0.0,1,426.3480000000001,2.200100000000001,109.51080000000007,28.0,5.0,0.0,9.0,8.0,152.0,2.0,0.0,0.0,2.0,71.1,176.32884399975933,3.919994885340289e-06,820.0639648889835,1.0,0.0,0.0,0.0,0.0
-3.8109627954,0.0,1,252.364,2.635600000000001,67.86900000000003,16.0,5.0,0.0,5.0,2.0,84.0,2.0,1.0,1.0,3.0,25.36,102.55888264235138,1.7778971173782272,446.544227692605,1.0,0.0,0.0,0.0,0.0
-0.4261364852,0.0,1,1026.263,-9.94980000000002,197.20809999999983,63.0,23.0,4.0,35.0,15.0,314.0,5.0,0.0,0.0,5.0,414.74,451.0552539930664,4.961244189438353e-06,3157.9320304830944,1.0,0.0,0.0,0.0,0.0
-3.358911212,0.0,1,868.35,4.107200000000002,211.2285999999996,58.0,16.0,3.0,21.0,20.0,296.0,5.0,0.0,0.0,5.0,246.79999999999995,386.4974508858,4.499988308032798e-06,2411.4689731610074,1.0,0.0,0.0,0.0,0.0
-2.7031744039,0.01873641255,2,189.324,2.9815000000000014,55.68300000000004,12.0,2.0,0.0,3.0,5.0,72.0,0.0,0.0,0.0,0.0,20.31,79.70325373861478,3.81079475517114,121.69694286392864,0.0,0.0,1.0,0.0,0.0
-1.8357972344,0.0,1,256.342,1.6236,66.56600000000006,18.0,4.0,0.0,4.0,8.0,104.0,0.0,3.0,3.0,3.0,43.52,108.92018597242529,1.2067216869131905,216.178546460492,1.0,0.0,0.0,0.0,0.0
-4.1419008964,1.0438883114499995,2,502.3070000000002,-10.5546,53.52530000000001,21.0,13.0,0.0,21.0,0.0,104.0,0.0,0.0,0.0,0.0,288.75,268.242500418216,-1.2857142818470984e-08,213.8389947613248,0.0,1.0,0.0,0.0,0.0
-1.7796231349,0.0,1,215.168,4.328400000000002,61.32650000000002,15.0,2.0,0.0,3.0,0.0,72.0,3.0,0.0,0.0,3.0,30.21,86.97796986821221,2.702246345245809,700.3760069281869,1.0,0.0,0.0,0.0,0.0
-2.6229591952,0.0,1,148.16099999999997,1.9869,42.054500000000026,11.0,2.0,0.0,2.0,2.0,56.0,1.0,0.0,0.0,1.0,26.3,65.11169376005317,2.7666051691783182,251.5250600730737,1.0,0.0,0.0,0.0,0.0
-3.7398163758,0.0,1,192.258,2.770700000000001,56.48150000000004,14.0,2.0,0.0,2.0,1.0,76.0,1.0,0.0,0.0,1.0,26.3,84.89612313542725,2.9499840415194707,317.1701202996886,1.0,0.0,0.0,0.0,0.0
-2.8265354685000004,0.0,1,178.275,2.556020000000001,55.74980000000004,13.0,1.0,1.0,1.0,3.0,72.0,1.0,0.0,0.0,1.0,20.23,80.41528955807264,2.743151502071168,276.2078950935822,1.0,0.0,0.0,0.0,0.0
-3.7549532157,0.0,1,196.29,3.242200000000002,59.05500000000004,14.0,2.0,0.0,2.0,5.0,80.0,0.0,0.0,0.0,0.0,26.3,86.64947555137438,3.670448527133007,232.70628424348945,1.0,0.0,0.0,0.0,0.0
-3.9515188418,0.0,1,268.312,3.4616000000000016,78.52900000000004,20.0,3.0,0.0,3.0,6.0,102.0,2.0,0.0,0.0,2.0,35.53,118.01221742441732,2.018277160400676,575.7988048405728,1.0,0.0,0.0,0.0,0.0
-5.1231687481,0.0182445359681366,3,488.67100000000033,1.4251999999999998,120.14900000000004,29.0,12.0,4.0,12.0,16.0,168.0,0.0,0.0,0.0,0.0,105.20000000000002,192.2988608299848,5.354117665280892,436.0525055103621,0.0,0.0,0.0,0.0,1.0
-4.952868802799999,0.0,1,284.399,4.657380000000004,87.28960000000004,21.0,2.0,2.0,2.0,2.0,112.0,2.0,0.0,0.0,2.0,40.46,126.63155963072929,2.614907029381243,591.197920970157,1.0,0.0,0.0,0.0,0.0
-5.4730005799,0.0,1,891.500999999999,18.769099999999984,270.43599999999896,63.0,6.0,0.0,6.0,53.0,374.0,0.0,0.0,0.0,0.0,78.9,393.0012114226912,4.296169818216157,885.5832274818622,1.0,0.0,0.0,0.0,0.0
-3.8230431676,0.025392856001213,3,186.295,3.0119000000000016,54.48600000000005,13.0,2.0,0.0,2.0,4.0,78.0,0.0,0.0,0.0,0.0,26.3,81.66373950134626,3.740275419955663,155.96343903735325,0.0,0.0,0.0,0.0,1.0
-1.0042604536,0.0,1,121.18299999999998,1.95242,38.35200000000001,9.0,1.0,0.0,1.0,1.0,48.0,1.0,0.0,0.0,1.0,12.89,55.7458774436333,2.881555877646136,176.26405299160075,1.0,0.0,0.0,0.0,0.0
-2.9799872046,0.0,1,228.332,2.3712000000000004,62.90380000000005,16.0,3.0,1.0,3.0,3.0,94.0,0.0,1.0,1.0,1.0,46.53,98.18202632880626,2.6073457888093308,235.3322056507385,1.0,0.0,0.0,0.0,0.0
-1.4270312571,0.0,1,622.5880000000003,-1.6177599999999943,144.59879999999987,42.0,10.0,2.0,14.0,6.0,204.0,4.0,0.0,1.0,5.0,172.59999999999997,286.563462874555,2.419997657277347e-06,1836.5953336473767,1.0,0.0,0.0,0.0,0.0
-2.9526471698,0.0,1,206.241,2.1847000000000003,57.71000000000004,15.0,3.0,0.0,3.0,5.0,80.0,1.0,0.0,0.0,1.0,35.53,89.32006533274989,2.177249866158138,329.98028532933694,1.0,0.0,0.0,0.0,0.0
-3.9885265275,0.0,1,214.264,3.144400000000002,63.87400000000004,16.0,2.0,0.0,2.0,5.0,82.0,2.0,0.0,0.0,2.0,18.46,95.445472013368,1.6982174709605096,356.0952225964737,1.0,0.0,0.0,0.0,0.0
