x,y
-0.3279245065435019,7.748878118041011
-0.45390875851200585,11.84511029687691
-0.8318615144175177,5.3275619644492025
-0.9735937978820846,-13.540735174887809
-0.5483969474883837,1.4339825988798287
-0.6428851364647618,9.90598495878939
0.4279810052675218,13.661982041918193
-0.15469616008680895,8.609718960942256
-0.31217647504743895,9.364551152926369
-0.012963876622242049,10.013512968782807
-0.9893418293781476,-10.576948285390621
-0.26493238055924995,11.810972674761963
-0.5798930104805098,1.167680937574981
0.30199675329901765,6.956353371462567
0.44372903676358477,12.735441679288186
-0.8003654514253916,-1.0596516617900753
-1.0208378923702734,-2.4913598703057267
0.3334928162911438,6.097935081629266
0.45947706825964774,10.849057617298294
0.5697132887320887,9.547757778015017
0.8059337611730334,18.19447885902013
-0.6271371049686988,8.004312581743571
-0.8476095459135806,6.891660977793828
0.9004219501494114,2.4172149990971676
-0.8161134829214547,2.3768833128434594
0.8216817926690966,18.444483979062873
0.7586896666848445,8.414152797629866
0.6484534462124035,13.042103945126225
-0.9420977348899586,-13.22061249703028
-0.3751686010316909,5.208208892728069
0.6327054147163406,15.125899482838456
-0.186192223078935,8.34634730431236
0.9161699816454744,1.9177335937437934
-0.5641449789844468,0.6272047385147212
-0.6901292309529508,7.045910850377814
-0.7688693884332657,-5.627971781296425
0.09727234385019892,9.195858443285855
-0.5956410419765727,2.921584568893837
-0.4696567900080688,11.853794803496477
0.9476660446376005,7.592183170982534
0.5382172257399626,4.662252021205327
0.5067211627478366,4.370572094106063
0.4122329737714586,13.469562364678678
0.11302037534626189,8.657688505700243
0.0027841548738209154,10.152076043912079
-0.6586331679608247,10.523242880843648
0.8531778556612225,13.191310029713726
0.7429416351887815,4.910763442659684
0.14451643833838781,8.436769847362168
0.6799495092045297,6.559996053084579
0.8374298241651595,16.638530707338862
-0.09170403410255698,10.494055931870422
0.19176053282657693,10.785172502957764
0.5539652572360255,6.719868385933892
0.34924084778720677,6.954621876882299
-1.0050898608742105,-6.502701478798749
-0.7373733254411398,-3.569782725961757
-0.13894812859074598,9.162905621474701
-0.7216252939450767,-0.3231796030304909
-0.06020797111043105,10.356182806863819
0.3807369107793327,10.47715574487477
-0.9263497033938956,-9.83761048895976
0.7271936036927186,2.7432654336189493
-0.1704441915828719,8.28997613531258
